Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,org:role,id,variant,variant-index,creator,travel permit number,Permit OrganizationalEntity,RequestedAmount,Permit ID,Amount,Permit ProjectNumber,OriginalAmount,Permit ActivityNumber,DeclarationNumber,Permit RequestedBudget,Permit travel permit number,id,BudgetNumber,Permit BudgetNumber,AdjustedAmount,Permit TaskNumber,Permit id,Automatic Flag
declaration 40119,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,16-07-2018 09:42,Variant 1,1,complete,EMPLOYEE,st_step 40125_0,Variant 1,1,Fluxicon Disco,travel permit number 40118,organizational unit 65457,2607.572319,travel permit 40117,2607.572319,UNKNOWN,2607.572319,UNKNOWN,declaration number 40120,773.7587461,travel permit number 40118,declaration 40119,budget 146729,budget 673,2607.572319,UNKNOWN,travel permit 40117,No
declaration 40119,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,16-07-2018 09:43,Variant 1,1,complete,ADMINISTRATION,st_step 40124_0,Variant 1,1,Fluxicon Disco,travel permit number 40118,organizational unit 65457,2607.572319,travel permit 40117,2607.572319,UNKNOWN,2607.572319,UNKNOWN,declaration number 40120,773.7587461,travel permit number 40118,declaration 40119,budget 146729,budget 673,2607.572319,UNKNOWN,travel permit 40117,No
declaration 52010,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-10-2018 16:39,Variant 1,1,complete,EMPLOYEE,st_step 52017_0,Variant 1,1,Fluxicon Disco,travel permit number 52008,organizational unit 65464,289.6638397,travel permit 52007,289.6638397,project 52009,289.6638397,UNKNOWN,declaration number 52011,528.807701,travel permit number 52008,declaration 52010,budget 146965,budget 5650,289.6638397,task 427,travel permit 52007,No
declaration 52010,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,05-10-2018 16:57,Variant 1,1,complete,ADMINISTRATION,st_step 52015_0,Variant 1,1,Fluxicon Disco,travel permit number 52008,organizational unit 65464,289.6638397,travel permit 52007,289.6638397,project 52009,289.6638397,UNKNOWN,declaration number 52011,528.807701,travel permit number 52008,declaration 52010,budget 146965,budget 5650,289.6638397,task 427,travel permit 52007,No
declaration 21391,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,01-06-2018 13:43,Variant 1,1,complete,EMPLOYEE,st_step 21398_0,Variant 1,1,Fluxicon Disco,travel permit number 21390,organizational unit 65455,301.6828127,travel permit 21389,301.6828127,project 14522,301.6828127,UNKNOWN,declaration number 21392,518.1595987,travel permit number 21390,declaration 21391,budget 146851,budget 440,301.6828127,task 427,travel permit 21389,No
declaration 21391,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,01-06-2018 14:12,Variant 1,1,complete,ADMINISTRATION,st_step 21397_0,Variant 1,1,Fluxicon Disco,travel permit number 21390,organizational unit 65455,301.6828127,travel permit 21389,301.6828127,project 14522,301.6828127,UNKNOWN,declaration number 21392,518.1595987,travel permit number 21390,declaration 21391,budget 146851,budget 440,301.6828127,task 427,travel permit 21389,No
declaration 21401,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-05-2018 14:42,Variant 1,1,complete,EMPLOYEE,st_step 21407_0,Variant 1,1,Fluxicon Disco,travel permit number 21400,organizational unit 65456,365.6976022,travel permit 21399,365.6976022,project 18238,365.6976022,UNKNOWN,declaration number 21402,341.11223,travel permit number 21400,declaration 21401,budget 145176,budget 3832,365.6976022,task 427,travel permit 21399,No
declaration 21401,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-05-2018 15:09,Variant 1,1,complete,ADMINISTRATION,st_step 21410_0,Variant 1,1,Fluxicon Disco,travel permit number 21400,organizational unit 65456,365.6976022,travel permit 21399,365.6976022,project 18238,365.6976022,UNKNOWN,declaration number 21402,341.11223,travel permit number 21400,declaration 21401,budget 145176,budget 3832,365.6976022,task 427,travel permit 21399,No
declaration 21709,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,18-07-2018 09:06,Variant 1,1,complete,EMPLOYEE,st_step 21719_0,Variant 1,1,Fluxicon Disco,travel permit number 21706,organizational unit 65457,59.32606835,travel permit 21705,59.32606835,UNKNOWN,59.32606835,UNKNOWN,declaration number 21710,1059.510557,travel permit number 21706,declaration 21709,budget 146676,budget 17503,59.32606835,UNKNOWN,travel permit 21705,No
declaration 21709,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,09-08-2018 11:08,Variant 1,1,complete,ADMINISTRATION,st_step 21718_0,Variant 1,1,Fluxicon Disco,travel permit number 21706,organizational unit 65457,59.32606835,travel permit 21705,59.32606835,UNKNOWN,59.32606835,UNKNOWN,declaration number 21710,1059.510557,travel permit number 21706,declaration 21709,budget 146676,budget 17503,59.32606835,UNKNOWN,travel permit 21705,No
declaration 17327,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,07-08-2018 16:43,Variant 1,1,complete,EMPLOYEE,st_step 17339_0,Variant 1,1,Fluxicon Disco,travel permit number 17320,organizational unit 65455,1098.013504,travel permit 17319,1098.013504,project 17321,1098.013504,UNKNOWN,declaration number 17328,2693.61029,travel permit number 17320,declaration 17327,budget 146684,budget 6198,1098.013504,task 427,travel permit 17319,No
declaration 17327,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,08-08-2018 13:57,Variant 1,1,complete,ADMINISTRATION,st_step 17340_0,Variant 1,1,Fluxicon Disco,travel permit number 17320,organizational unit 65455,1098.013504,travel permit 17319,1098.013504,project 17321,1098.013504,UNKNOWN,declaration number 17328,2693.61029,travel permit number 17320,declaration 17327,budget 146684,budget 6198,1098.013504,task 427,travel permit 17319,No
declaration 17343,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,17-06-2018 14:46,Variant 1,1,complete,EMPLOYEE,st_step 17352_0,Variant 1,1,Fluxicon Disco,travel permit number 17342,organizational unit 65466,313.020418,travel permit 17341,313.020418,UNKNOWN,313.020418,UNKNOWN,declaration number 17344,243.9429349,travel permit number 17342,declaration 17343,budget 146691,budget 1327,313.020418,UNKNOWN,travel permit 17341,No
declaration 17343,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,17-06-2018 15:06,Variant 1,1,complete,ADMINISTRATION,st_step 17351_0,Variant 1,1,Fluxicon Disco,travel permit number 17342,organizational unit 65466,313.020418,travel permit 17341,313.020418,UNKNOWN,313.020418,UNKNOWN,declaration number 17344,243.9429349,travel permit number 17342,declaration 17343,budget 146691,budget 1327,313.020418,UNKNOWN,travel permit 17341,No
declaration 17355,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-06-2018 14:50,Variant 1,1,complete,EMPLOYEE,st_step 17361_0,Variant 1,1,Fluxicon Disco,travel permit number 17354,organizational unit 65466,99.73395276,travel permit 17353,99.73395276,UNKNOWN,99.73395276,UNKNOWN,declaration number 17356,79.54660921,travel permit number 17354,declaration 17355,budget 146690,budget 1327,99.73395276,UNKNOWN,travel permit 17353,No
declaration 17355,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,27-06-2018 10:54,Variant 1,1,complete,ADMINISTRATION,st_step 17362_0,Variant 1,1,Fluxicon Disco,travel permit number 17354,organizational unit 65466,99.73395276,travel permit 17353,99.73395276,UNKNOWN,99.73395276,UNKNOWN,declaration number 17356,79.54660921,travel permit number 17354,declaration 17355,budget 146690,budget 1327,99.73395276,UNKNOWN,travel permit 17353,No
declaration 52020,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,03-07-2018 14:41,Variant 1,1,complete,EMPLOYEE,st_step 52027_0,Variant 1,1,Fluxicon Disco,travel permit number 52019,organizational unit 65459,139.4113691,travel permit 52018,139.4113691,project 6406,139.4113691,UNKNOWN,declaration number 52021,264.8627403,travel permit number 52019,declaration 52020,budget 146851,budget 6405,139.4113691,task 427,travel permit 52018,No
declaration 52020,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,04-07-2018 12:32,Variant 1,1,complete,ADMINISTRATION,st_step 52025_0,Variant 1,1,Fluxicon Disco,travel permit number 52019,organizational unit 65459,139.4113691,travel permit 52018,139.4113691,project 6406,139.4113691,UNKNOWN,declaration number 52021,264.8627403,travel permit number 52019,declaration 52020,budget 146851,budget 6405,139.4113691,task 427,travel permit 52018,No
declaration 40129,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-07-2018 11:37,Variant 1,1,complete,EMPLOYEE,st_step 40137_0,Variant 1,1,Fluxicon Disco,travel permit number 40128,organizational unit 65456,1935.180377,travel permit 40127,1935.180377,project 7951,1935.180377,UNKNOWN,declaration number 40130,3592.504393,travel permit number 40128,declaration 40129,budget 146704,budget 659,1935.180377,task 427,travel permit 40127,No
declaration 40129,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,10-07-2018 11:40,Variant 1,1,complete,ADMINISTRATION,st_step 40139_0,Variant 1,1,Fluxicon Disco,travel permit number 40128,organizational unit 65456,1935.180377,travel permit 40127,1935.180377,project 7951,1935.180377,UNKNOWN,declaration number 40130,3592.504393,travel permit number 40128,declaration 40129,budget 146704,budget 659,1935.180377,task 427,travel permit 40127,No
declaration 21898,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,30-05-2018 08:40,Variant 1,1,complete,EMPLOYEE,st_step 21904_0,Variant 1,1,Fluxicon Disco,travel permit number 21897,organizational unit 65458,245.6580759,travel permit 21896,245.6580759,project 12435,245.6580759,UNKNOWN,declaration number 21899,348.4158655,travel permit number 21897,declaration 21898,budget 146687,budget 698,245.6580759,task 427,travel permit 21896,No
declaration 21898,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,30-05-2018 08:51,Variant 1,1,complete,ADMINISTRATION,st_step 21905_0,Variant 1,1,Fluxicon Disco,travel permit number 21897,organizational unit 65458,245.6580759,travel permit 21896,245.6580759,project 12435,245.6580759,UNKNOWN,declaration number 21899,348.4158655,travel permit number 21897,declaration 21898,budget 146687,budget 698,245.6580759,task 427,travel permit 21896,No
declaration 37665,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,08-06-2018 12:02,Variant 1,1,complete,EMPLOYEE,st_step 37679_0,Variant 1,1,Fluxicon Disco,travel permit number 37662,organizational unit 65464,631.6715026,travel permit 37661,631.6715026,UNKNOWN,631.6715026,UNKNOWN,declaration number 37666,527.7915241,travel permit number 37662,declaration 37665,budget 146687,budget 3960,631.6715026,UNKNOWN,travel permit 37661,No
declaration 37665,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,08-06-2018 12:36,Variant 1,1,complete,ADMINISTRATION,st_step 37681_0,Variant 1,1,Fluxicon Disco,travel permit number 37662,organizational unit 65464,631.6715026,travel permit 37661,631.6715026,UNKNOWN,631.6715026,UNKNOWN,declaration number 37666,527.7915241,travel permit number 37662,declaration 37665,budget 146687,budget 3960,631.6715026,UNKNOWN,travel permit 37661,No
declaration 17378,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-06-2018 16:22,Variant 1,1,complete,EMPLOYEE,st_step 17389_0,Variant 1,1,Fluxicon Disco,travel permit number 17376,organizational unit 65457,2064.896853,travel permit 17375,2064.896853,project 17377,2064.896853,UNKNOWN,declaration number 17379,1797.594573,travel permit number 17376,declaration 17378,budget 146665,budget 5349,2064.896853,task 427,travel permit 17375,No
declaration 17378,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,30-06-2018 13:19,Variant 1,1,complete,ADMINISTRATION,st_step 17388_0,Variant 1,1,Fluxicon Disco,travel permit number 17376,organizational unit 65457,2064.896853,travel permit 17375,2064.896853,project 17377,2064.896853,UNKNOWN,declaration number 17379,1797.594573,travel permit number 17376,declaration 17378,budget 146665,budget 5349,2064.896853,task 427,travel permit 17375,No
declaration 17392,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-06-2018 11:08,Variant 1,1,complete,EMPLOYEE,st_step 17397_0,Variant 1,1,Fluxicon Disco,travel permit number 17391,organizational unit 65460,2566.101148,travel permit 17390,2566.101148,UNKNOWN,2566.101148,UNKNOWN,declaration number 17393,2521.296074,travel permit number 17391,declaration 17392,budget 146776,budget 1469,2566.101148,UNKNOWN,travel permit 17390,No
declaration 17392,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-06-2018 11:15,Variant 1,1,complete,ADMINISTRATION,st_step 17398_0,Variant 1,1,Fluxicon Disco,travel permit number 17391,organizational unit 65460,2566.101148,travel permit 17390,2566.101148,UNKNOWN,2566.101148,UNKNOWN,declaration number 17393,2521.296074,travel permit number 17391,declaration 17392,budget 146776,budget 1469,2566.101148,UNKNOWN,travel permit 17390,No
declaration 17402,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,16-07-2018 11:12,Variant 1,1,complete,EMPLOYEE,st_step 17408_0,Variant 1,1,Fluxicon Disco,travel permit number 17401,organizational unit 65458,447.0032782,travel permit 17400,447.0032782,UNKNOWN,447.0032782,UNKNOWN,declaration number 17403,310.2095326,travel permit number 17401,declaration 17402,budget 145176,budget 922,447.0032782,UNKNOWN,travel permit 17400,No
declaration 17402,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,16-07-2018 11:22,Variant 1,1,complete,ADMINISTRATION,st_step 17410_0,Variant 1,1,Fluxicon Disco,travel permit number 17401,organizational unit 65458,447.0032782,travel permit 17400,447.0032782,UNKNOWN,447.0032782,UNKNOWN,declaration number 17403,310.2095326,travel permit number 17401,declaration 17402,budget 145176,budget 922,447.0032782,UNKNOWN,travel permit 17400,No
declaration 17424,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,30-05-2018 17:58,Variant 1,1,complete,EMPLOYEE,st_step 17429_0,Variant 1,1,Fluxicon Disco,travel permit number 17423,organizational unit 65458,147.5565408,travel permit 17422,147.5565408,project 6722,147.5565408,UNKNOWN,declaration number 17425,543.8462859,travel permit number 17423,declaration 17424,budget 145176,budget 635,147.5565408,task 427,travel permit 17422,No
declaration 17424,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,30-05-2018 18:16,Variant 1,1,complete,ADMINISTRATION,st_step 17431_0,Variant 1,1,Fluxicon Disco,travel permit number 17423,organizational unit 65458,147.5565408,travel permit 17422,147.5565408,project 6722,147.5565408,UNKNOWN,declaration number 17425,543.8462859,travel permit number 17423,declaration 17424,budget 145176,budget 635,147.5565408,task 427,travel permit 17422,No
declaration 40152,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-09-2018 19:55,Variant 1,1,complete,EMPLOYEE,st_step 40157_0,Variant 1,1,Fluxicon Disco,travel permit number 40151,organizational unit 65460,1947.059132,travel permit 40150,1947.059132,project 3363,1947.059132,UNKNOWN,declaration number 40153,1250.702826,travel permit number 40151,declaration 40152,budget 147065,budget 1812,1947.059132,task 427,travel permit 40150,No
declaration 40152,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,14-09-2018 20:02,Variant 1,1,complete,ADMINISTRATION,st_step 40158_0,Variant 1,1,Fluxicon Disco,travel permit number 40151,organizational unit 65460,1947.059132,travel permit 40150,1947.059132,project 3363,1947.059132,UNKNOWN,declaration number 40153,1250.702826,travel permit number 40151,declaration 40152,budget 147065,budget 1812,1947.059132,task 427,travel permit 40150,No
declaration 38341,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-06-2018 15:14,Variant 1,1,complete,EMPLOYEE,st_step 38347_0,Variant 1,1,Fluxicon Disco,travel permit number 38340,organizational unit 65458,1481.073064,travel permit 38339,1481.073064,project 17455,1481.073064,UNKNOWN,declaration number 38342,836.0736879,travel permit number 38340,declaration 38341,budget 146691,budget 698,1481.073064,task 427,travel permit 38339,No
declaration 38341,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,14-06-2018 15:37,Variant 1,1,complete,ADMINISTRATION,st_step 38346_0,Variant 1,1,Fluxicon Disco,travel permit number 38340,organizational unit 65458,1481.073064,travel permit 38339,1481.073064,project 17455,1481.073064,UNKNOWN,declaration number 38342,836.0736879,travel permit number 38340,declaration 38341,budget 146691,budget 698,1481.073064,task 427,travel permit 38339,No
declaration 17466,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,17-06-2018 19:13,Variant 1,1,complete,EMPLOYEE,st_step 17471_0,Variant 1,1,Fluxicon Disco,travel permit number 17465,organizational unit 65464,373.320085,travel permit 17464,373.320085,project 3352,373.320085,UNKNOWN,declaration number 17467,646.612719,travel permit number 17465,declaration 17466,budget 146697,budget 3351,373.320085,task 427,travel permit 17464,No
declaration 17466,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,17-06-2018 19:41,Variant 1,1,complete,ADMINISTRATION,st_step 17472_0,Variant 1,1,Fluxicon Disco,travel permit number 17465,organizational unit 65464,373.320085,travel permit 17464,373.320085,project 3352,373.320085,UNKNOWN,declaration number 17467,646.612719,travel permit number 17465,declaration 17466,budget 146697,budget 3351,373.320085,task 427,travel permit 17464,No
declaration 17480,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,06-08-2018 13:04,Variant 1,1,complete,EMPLOYEE,st_step 17489_0,Variant 1,1,Fluxicon Disco,travel permit number 17475,organizational unit 65456,342.6552539,travel permit 17474,342.6552539,project 17476,342.6552539,UNKNOWN,declaration number 17481,3158.833081,travel permit number 17475,declaration 17480,budget 146710,budget 659,342.6552539,task 427,travel permit 17474,No
declaration 17480,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,06-08-2018 13:13,Variant 1,1,complete,ADMINISTRATION,st_step 17488_0,Variant 1,1,Fluxicon Disco,travel permit number 17475,organizational unit 65456,342.6552539,travel permit 17474,342.6552539,project 17476,342.6552539,UNKNOWN,declaration number 17481,3158.833081,travel permit number 17475,declaration 17480,budget 146710,budget 659,342.6552539,task 427,travel permit 17474,No
declaration 52031,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-06-2018 12:40,Variant 1,1,complete,EMPLOYEE,st_step 52040_0,Variant 1,1,Fluxicon Disco,travel permit number 52029,organizational unit 65460,484.2351075,travel permit 52028,484.2351075,project 52030,484.2351075,UNKNOWN,declaration number 52032,554.0577,travel permit number 52029,declaration 52031,budget 147356,budget 2308,484.2351075,task 427,travel permit 52028,No
declaration 52031,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,05-06-2018 16:47,Variant 1,1,complete,ADMINISTRATION,st_step 52039_0,Variant 1,1,Fluxicon Disco,travel permit number 52029,organizational unit 65460,484.2351075,travel permit 52028,484.2351075,project 52030,484.2351075,UNKNOWN,declaration number 52032,554.0577,travel permit number 52029,declaration 52031,budget 147356,budget 2308,484.2351075,task 427,travel permit 52028,No
declaration 17493,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-10-2018 12:04,Variant 1,1,complete,EMPLOYEE,st_step 17500_0,Variant 1,1,Fluxicon Disco,travel permit number 17492,organizational unit 65455,361.6094532,travel permit 17491,361.6094532,UNKNOWN,361.6094532,activity 900,declaration number 17494,652.3917406,travel permit number 17492,declaration 17493,budget 147438,budget 899,361.6094532,UNKNOWN,travel permit 17491,No
declaration 17493,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,14-10-2018 13:16,Variant 1,1,complete,ADMINISTRATION,st_step 17499_0,Variant 1,1,Fluxicon Disco,travel permit number 17492,organizational unit 65455,361.6094532,travel permit 17491,361.6094532,UNKNOWN,361.6094532,activity 900,declaration number 17494,652.3917406,travel permit number 17492,declaration 17493,budget 147438,budget 899,361.6094532,UNKNOWN,travel permit 17491,No
declaration 38703,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,28-05-2018 09:07,Variant 1,1,complete,EMPLOYEE,st_step 38708_0,Variant 1,1,Fluxicon Disco,travel permit number 38702,organizational unit 65456,140.799334,travel permit 38701,140.799334,project 18414,140.799334,UNKNOWN,declaration number 38704,141.4889235,travel permit number 38702,declaration 38703,budget 146852,budget 456,140.799334,task 427,travel permit 38701,No
declaration 38703,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,28-05-2018 11:22,Variant 1,1,complete,ADMINISTRATION,st_step 38710_0,Variant 1,1,Fluxicon Disco,travel permit number 38702,organizational unit 65456,140.799334,travel permit 38701,140.799334,project 18414,140.799334,UNKNOWN,declaration number 38704,141.4889235,travel permit number 38702,declaration 38703,budget 146852,budget 456,140.799334,task 427,travel permit 38701,No
declaration 38366,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,28-05-2018 08:26,Variant 1,1,complete,EMPLOYEE,st_step 38373_0,Variant 1,1,Fluxicon Disco,travel permit number 38365,organizational unit 65456,509.4862156,travel permit 38364,509.4862156,project 5871,509.4862156,UNKNOWN,declaration number 38367,634.7569027,travel permit number 38365,declaration 38366,budget 146839,budget 456,509.4862156,task 427,travel permit 38364,No
declaration 38366,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-05-2018 09:18,Variant 1,1,complete,ADMINISTRATION,st_step 38372_0,Variant 1,1,Fluxicon Disco,travel permit number 38365,organizational unit 65456,509.4862156,travel permit 38364,509.4862156,project 5871,509.4862156,UNKNOWN,declaration number 38367,634.7569027,travel permit number 38365,declaration 38366,budget 146839,budget 456,509.4862156,task 427,travel permit 38364,No
declaration 38376,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,17-06-2018 21:42,Variant 1,1,complete,EMPLOYEE,st_step 38383_0,Variant 1,1,Fluxicon Disco,travel permit number 38375,organizational unit 65464,834.7750416,travel permit 38374,834.7750416,project 3352,834.7750416,UNKNOWN,declaration number 38377,267.0773153,travel permit number 38375,declaration 38376,budget 146697,budget 3351,834.7750416,task 427,travel permit 38374,No
declaration 38376,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-06-2018 18:14,Variant 1,1,complete,ADMINISTRATION,st_step 38381_0,Variant 1,1,Fluxicon Disco,travel permit number 38375,organizational unit 65464,834.7750416,travel permit 38374,834.7750416,project 3352,834.7750416,UNKNOWN,declaration number 38377,267.0773153,travel permit number 38375,declaration 38376,budget 146697,budget 3351,834.7750416,task 427,travel permit 38374,No
declaration 38724,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,28-05-2018 11:01,Variant 1,1,complete,EMPLOYEE,st_step 38730_0,Variant 1,1,Fluxicon Disco,travel permit number 38723,organizational unit 65456,204.5387207,travel permit 38722,204.5387207,project 10318,204.5387207,UNKNOWN,declaration number 38725,389.4118265,travel permit number 38723,declaration 38724,budget 146839,budget 456,204.5387207,task 427,travel permit 38722,No
declaration 38724,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,28-05-2018 11:07,Variant 1,1,complete,ADMINISTRATION,st_step 38731_0,Variant 1,1,Fluxicon Disco,travel permit number 38723,organizational unit 65456,204.5387207,travel permit 38722,204.5387207,project 10318,204.5387207,UNKNOWN,declaration number 38725,389.4118265,travel permit number 38723,declaration 38724,budget 146839,budget 456,204.5387207,task 427,travel permit 38722,No
declaration 38402,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-06-2018 11:21,Variant 1,1,complete,EMPLOYEE,st_step 38409_0,Variant 1,1,Fluxicon Disco,travel permit number 38401,organizational unit 65456,3262.876423,travel permit 38400,3262.876423,project 22181,3262.876423,UNKNOWN,declaration number 38403,1953.070261,travel permit number 38401,declaration 38402,budget 146665,budget 659,3262.876423,task 427,travel permit 38400,No
declaration 38402,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,22-06-2018 02:30,Variant 1,1,complete,ADMINISTRATION,st_step 38410_0,Variant 1,1,Fluxicon Disco,travel permit number 38401,organizational unit 65456,3262.876423,travel permit 38400,3262.876423,project 22181,3262.876423,UNKNOWN,declaration number 38403,1953.070261,travel permit number 38401,declaration 38402,budget 146665,budget 659,3262.876423,task 427,travel permit 38400,No
declaration 40244,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-06-2018 11:21,Variant 1,1,complete,EMPLOYEE,st_step 40254_0,Variant 1,1,Fluxicon Disco,travel permit number 40241,organizational unit 65459,843.5555174,travel permit 40240,843.5555174,project 1923,843.5555174,UNKNOWN,declaration number 40245,1100.134997,travel permit number 40241,declaration 40244,budget 146703,budget 1922,843.5555174,task 427,travel permit 40240,No
declaration 40244,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-06-2018 11:49,Variant 1,1,complete,ADMINISTRATION,st_step 40257_0,Variant 1,1,Fluxicon Disco,travel permit number 40241,organizational unit 65459,843.5555174,travel permit 40240,843.5555174,project 1923,843.5555174,UNKNOWN,declaration number 40245,1100.134997,travel permit number 40241,declaration 40244,budget 146703,budget 1922,843.5555174,task 427,travel permit 40240,No
declaration 38784,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,08-06-2018 15:09,Variant 1,1,complete,EMPLOYEE,st_step 38789_0,Variant 1,1,Fluxicon Disco,travel permit number 38782,organizational unit 65457,818.3337356,travel permit 38781,818.3337356,UNKNOWN,818.3337356,activity 38783,declaration number 38785,956.5878673,travel permit number 38782,declaration 38784,budget 146784,budget 5349,818.3337356,UNKNOWN,travel permit 38781,No
declaration 38784,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,08-06-2018 15:11,Variant 1,1,complete,ADMINISTRATION,st_step 38791_0,Variant 1,1,Fluxicon Disco,travel permit number 38782,organizational unit 65457,818.3337356,travel permit 38781,818.3337356,UNKNOWN,818.3337356,activity 38783,declaration number 38785,956.5878673,travel permit number 38782,declaration 38784,budget 146784,budget 5349,818.3337356,UNKNOWN,travel permit 38781,No
declaration 17912,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,31-05-2018 09:50,Variant 1,1,complete,EMPLOYEE,st_step 17917_0,Variant 1,1,Fluxicon Disco,travel permit number 17910,organizational unit 65455,113.4092474,travel permit 17909,113.4092474,project 17911,113.4092474,UNKNOWN,declaration number 17913,450.0121164,travel permit number 17910,declaration 17912,budget 146839,budget 6198,113.4092474,task 427,travel permit 17909,No
declaration 17912,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,31-05-2018 10:42,Variant 1,1,complete,ADMINISTRATION,st_step 17918_0,Variant 1,1,Fluxicon Disco,travel permit number 17910,organizational unit 65455,113.4092474,travel permit 17909,113.4092474,project 17911,113.4092474,UNKNOWN,declaration number 17913,450.0121164,travel permit number 17910,declaration 17912,budget 146839,budget 6198,113.4092474,task 427,travel permit 17909,No
declaration 25216,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-07-2018 13:13,Variant 1,1,complete,EMPLOYEE,st_step 25221_0,Variant 1,1,Fluxicon Disco,travel permit number 25215,organizational unit 65454,427.2155535,travel permit 25214,427.2155535,UNKNOWN,427.2155535,UNKNOWN,declaration number 25217,216.1572529,travel permit number 25215,declaration 25216,budget 145176,budget 592,427.2155535,UNKNOWN,travel permit 25214,No
declaration 25216,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,02-07-2018 13:26,Variant 1,1,complete,ADMINISTRATION,st_step 25223_0,Variant 1,1,Fluxicon Disco,travel permit number 25215,organizational unit 65454,427.2155535,travel permit 25214,427.2155535,UNKNOWN,427.2155535,UNKNOWN,declaration number 25217,216.1572529,travel permit number 25215,declaration 25216,budget 145176,budget 592,427.2155535,UNKNOWN,travel permit 25214,No
declaration 38794,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-06-2018 22:59,Variant 1,1,complete,EMPLOYEE,st_step 38800_0,Variant 1,1,Fluxicon Disco,travel permit number 38793,organizational unit 65458,121.7179783,travel permit 38792,121.7179783,project 3431,121.7179783,UNKNOWN,declaration number 38795,119.4484268,travel permit number 38793,declaration 38794,budget 145176,budget 475,121.7179783,task 427,travel permit 38792,No
